epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1601655843972,2020-10-02T12.24.03.972,13.186,98.079,10.960,17.088
1601655843983,2020-10-02T12.24.03.983,13.197,92.729,10.945,19.604
1601655843993,2020-10-02T12.24.03.993,13.207,89.238,11.905,19.695
1601655844002,2020-10-02T12.24.04.002,13.216,89.207,12.774,19.238
1601655844012,2020-10-02T12.24.04.012,13.226,93.247,13.521,19.024
1601655844022,2020-10-02T12.24.04.022,13.236,100.732,14.497,17.973
1601655844033,2020-10-02T12.24.04.033,13.247,110.701,17.104,15.198
1601655844041,2020-10-02T12.24.04.041,13.255,120.473,20.716,12.622
1601655844052,2020-10-02T12.24.04.052,13.266,128.338,24.802,11.829
1601655844062,2020-10-02T12.24.04.062,13.276,134.756,28.521,12.637
1601655844072,2020-10-02T12.24.04.072,13.286,140.534,32.378,14.116
1601655844082,2020-10-02T12.24.04.082,13.296,146.463,36.311,14.405
1601655844091,2020-10-02T12.24.04.091,13.305,151.296,39.131,11.951
1601655844101,2020-10-02T12.24.04.101,13.315,155.259,40.244,9.116
1601655844112,2020-10-02T12.24.04.112,13.326,158.780,41.372,5.716
1601655844122,2020-10-02T12.24.04.122,13.336,161.845,42.866,0.732
1601655844131,2020-10-02T12.24.04.131,13.345,164.649,44.223,-5.030
1601655844141,2020-10-02T12.24.04.141,13.355,167.942,44.588,-10.168
1601655844151,2020-10-02T12.24.04.151,13.365,172.622,44.405,-14.466
1601655844161,2020-10-02T12.24.04.161,13.375,176.524,45.183,-17.454
1601655844172,2020-10-02T12.24.04.172,13.386,178.186,46.753,-19.649
1601655844180,2020-10-02T12.24.04.180,13.394,178.948,50.412,-20.884
1601655844191,2020-10-02T12.24.04.191,13.405,181.280,55.305,-21.235
1601655844201,2020-10-02T12.24.04.201,13.415,185.061,59.985,-20.473
1601655844211,2020-10-02T12.24.04.211,13.425,190.442,65.777,-20.274
1601655844220,2020-10-02T12.24.04.220,13.434,198.034,76.845,-19.558
1601655844230,2020-10-02T12.24.04.230,13.444,205.274,96.174,-19.436
1601655844241,2020-10-02T12.24.04.241,13.455,212.774,119.223,-17.073
1601655844251,2020-10-02T12.24.04.251,13.465,218.415,142.896,-9.131
1601655844261,2020-10-02T12.24.04.261,13.475,224.787,162.470,4.512
1601655844270,2020-10-02T12.24.04.270,13.484,224.863,165.899,19.436
1601655844280,2020-10-02T12.24.04.280,13.494,220.366,153.720,31.662
1601655844290,2020-10-02T12.24.04.290,13.504,216.524,134.253,37.790
1601655844301,2020-10-02T12.24.04.301,13.515,212.668,111.845,38.933
1601655844309,2020-10-02T12.24.04.309,13.523,204.863,90.320,38.186
1601655844320,2020-10-02T12.24.04.320,13.534,194.101,73.201,35.457
1601655844330,2020-10-02T12.24.04.330,13.544,183.933,59.223,28.811
1601655844340,2020-10-02T12.24.04.340,13.554,175.610,47.287,21.357
1601655844350,2020-10-02T12.24.04.350,13.564,170.518,41.845,16.341
1601655844359,2020-10-02T12.24.04.359,13.573,168.201,45.869,14.619
1601655844369,2020-10-02T12.24.04.369,13.583,166.631,55.716,15.122
1601655844380,2020-10-02T12.24.04.380,13.594,165.884,64.253,18.247
1601655844390,2020-10-02T12.24.04.390,13.604,165.381,70.137,21.494
1601655844399,2020-10-02T12.24.04.399,13.613,166.220,67.973,22.668
1601655844409,2020-10-02T12.24.04.409,13.623,168.811,59.070,21.921
1601655844419,2020-10-02T12.24.04.419,13.633,171.646,47.759,20.046
1601655844429,2020-10-02T12.24.04.429,13.643,172.805,38.049,17.927
1601655844440,2020-10-02T12.24.04.440,13.654,170.945,35.000,18.613
1601655844449,2020-10-02T12.24.04.449,13.663,165.823,37.515,21.631
1601655844459,2020-10-02T12.24.04.459,13.673,159.314,44.466,26.677
1601655844469,2020-10-02T12.24.04.469,13.683,153.323,49.299,30.107
1601655844479,2020-10-02T12.24.04.479,13.693,152.485,44.329,26.982
1601655844488,2020-10-02T12.24.04.488,13.702,158.354,33.186,19.710
1601655844498,2020-10-02T12.24.04.498,13.712,160.732,26.509,13.659
1601655844509,2020-10-02T12.24.04.509,13.723,161.235,23.415,10.823
1601655844519,2020-10-02T12.24.04.519,13.733,160.259,21.250,10.183
1601655844529,2020-10-02T12.24.04.529,13.743,160.579,23.140,10.655
1601655844538,2020-10-02T12.24.04.538,13.752,161.738,30.488,10.412
1601655844548,2020-10-02T12.24.04.548,13.762,163.460,36.052,10.046
1601655844558,2020-10-02T12.24.04.558,13.772,168.079,39.040,10.183
1601655844569,2020-10-02T12.24.04.569,13.783,170.976,30.838,4.360
1601655844577,2020-10-02T12.24.04.577,13.791,167.088,20.488,1.052
1601655844588,2020-10-02T12.24.04.588,13.802,162.683,13.811,-3.095
1601655844598,2020-10-02T12.24.04.598,13.812,158.872,6.174,-9.131
1601655844608,2020-10-02T12.24.04.608,13.822,153.277,1.128,-13.979
1601655844618,2020-10-02T12.24.04.618,13.832,147.546,0.595,-16.479
1601655844627,2020-10-02T12.24.04.627,13.841,142.774,2.134,-18.887
1601655844637,2020-10-02T12.24.04.637,13.851,140.168,4.878,-19.299
1601655844648,2020-10-02T12.24.04.648,13.862,141.890,8.277,-19.817
1601655844658,2020-10-02T12.24.04.658,13.872,145.686,13.948,-19.954
1601655844667,2020-10-02T12.24.04.667,13.881,151.951,22.561,-18.338
1601655844677,2020-10-02T12.24.04.677,13.891,159.223,32.988,-16.052
1601655844687,2020-10-02T12.24.04.687,13.901,164.848,44.604,-13.735
1601655844698,2020-10-02T12.24.04.698,13.912,167.729,52.515,-9.162
1601655844708,2020-10-02T12.24.04.708,13.922,167.378,54.604,-2.607
1601655844717,2020-10-02T12.24.04.717,13.931,159.405,51.204,3.674
1601655844727,2020-10-02T12.24.04.727,13.941,142.881,45.320,7.027
1601655844737,2020-10-02T12.24.04.737,13.951,122.287,35.015,7.119
1601655844747,2020-10-02T12.24.04.747,13.961,101.585,23.155,7.058
1601655844758,2020-10-02T12.24.04.758,13.972,81.235,14.360,6.479
1601655844766,2020-10-02T12.24.04.766,13.980,60.076,10.747,4.543
1601655844777,2020-10-02T12.24.04.777,13.991,39.649,10.808,2.149
1601655844787,2020-10-02T12.24.04.787,14.001,20.152,11.555,-0.030
1601655844797,2020-10-02T12.24.04.797,14.011,1.448,10.793,-2.485
1601655844806,2020-10-02T12.24.04.806,14.020,-13.841,7.485,-3.948
1601655844816,2020-10-02T12.24.04.816,14.030,-26.189,1.479,-4.985
1601655844826,2020-10-02T12.24.04.826,14.040,-36.067,-4.817,-6.006
1601655844837,2020-10-02T12.24.04.837,14.051,-44.893,-9.009,-6.540
1601655844846,2020-10-02T12.24.04.846,14.060,-50.305,-11.875,-6.159
1601655844856,2020-10-02T12.24.04.856,14.070,-52.820,-13.171,-5.473
1601655844866,2020-10-02T12.24.04.866,14.080,-53.720,-15.518,-5.122
1601655844876,2020-10-02T12.24.04.876,14.090,-51.905,-17.317,-5.579
1601655844887,2020-10-02T12.24.04.887,14.101,-47.805,-16.113,-6.235
1601655844895,2020-10-02T12.24.04.895,14.109,-43.140,-14.070,-5.823
1601655844906,2020-10-02T12.24.04.906,14.120,-38.155,-10.945,-5.564
1601655844916,2020-10-02T12.24.04.916,14.130,-32.927,-7.759,-4.421
1601655844926,2020-10-02T12.24.04.926,14.140,-27.591,-4.055,-2.104
1601655844936,2020-10-02T12.24.04.936,14.150,-21.845,0.549,1.006
1601655844945,2020-10-02T12.24.04.945,14.159,-15.671,4.909,3.933
1601655844955,2020-10-02T12.24.04.955,14.169,-9.466,6.692,5.732
1601655844966,2020-10-02T12.24.04.966,14.180,-3.765,5.213,5.716
1601655844976,2020-10-02T12.24.04.976,14.190,1.524,2.912,4.451
1601655844985,2020-10-02T12.24.04.985,14.199,5.595,2.424,2.683
1601655844995,2020-10-02T12.24.04.995,14.209,7.896,4.162,1.204
1601655845005,2020-10-02T12.24.05.005,14.219,9.802,6.082,0.168
1601655845015,2020-10-02T12.24.05.015,14.229,12.210,6.524,-0.610
1601655845026,2020-10-02T12.24.05.026,14.240,14.482,6.052,-0.579
1601655845034,2020-10-02T12.24.05.034,14.248,14.345,5.930,0.518
1601655845045,2020-10-02T12.24.05.045,14.259,13.110,5.762,2.027
1601655845055,2020-10-02T12.24.05.055,14.269,10.549,6.418,3.369
1601655845065,2020-10-02T12.24.05.065,14.279,7.774,5.838,3.415
1601655845074,2020-10-02T12.24.05.074,14.288,5.777,3.582,2.759
1601655845084,2020-10-02T12.24.05.084,14.298,5.137,0.655,1.738
1601655845095,2020-10-02T12.24.05.095,14.309,3.354,0.229,1.189
1601655845105,2020-10-02T12.24.05.105,14.319,-0.564,1.616,0.335
1601655845115,2020-10-02T12.24.05.115,14.329,-4.268,2.713,-0.396
1601655845124,2020-10-02T12.24.05.124,14.338,-5.595,1.662,-0.869
1601655845134,2020-10-02T12.24.05.134,14.348,-5.320,-1.037,-0.838
1601655845144,2020-10-02T12.24.05.144,14.358,-5.351,-2.530,-0.793
1601655845155,2020-10-02T12.24.05.155,14.369,-4.939,-2.866,-0.473
1601655845163,2020-10-02T12.24.05.163,14.377,-4.284,-2.485,0.320
1601655845174,2020-10-02T12.24.05.174,14.388,-4.665,-1.341,1.006
1601655845184,2020-10-02T12.24.05.184,14.398,-4.954,-0.198,0.823
1601655845194,2020-10-02T12.24.05.194,14.408,-3.918,0.366,0.076
1601655845204,2020-10-02T12.24.05.204,14.418,-2.454,0.351,-0.091
1601655845213,2020-10-02T12.24.05.213,14.427,-1.159,-0.503,0.305
1601655845223,2020-10-02T12.24.05.223,14.437,-0.198,-0.808,0.793
1601655845234,2020-10-02T12.24.05.234,14.448,1.235,-1.235,0.945
1601655845244,2020-10-02T12.24.05.244,14.458,2.942,-2.332,1.128
1601655845253,2020-10-02T12.24.05.253,14.467,4.451,-2.759,1.143
1601655845263,2020-10-02T12.24.05.263,14.477,5.015,-2.530,0.351
1601655845273,2020-10-02T12.24.05.273,14.487,5.122,-2.195,-0.869
1601655845283,2020-10-02T12.24.05.283,14.497,4.466,-1.662,-0.884
1601655845294,2020-10-02T12.24.05.294,14.508,1.814,-0.198,-0.107
1601655845303,2020-10-02T12.24.05.303,14.517,1.159,0.030,0.503
1601655845313,2020-10-02T12.24.05.313,14.527,1.677,-1.418,0.655
1601655845323,2020-10-02T12.24.05.323,14.537,1.098,-1.174,0.320
1601655845333,2020-10-02T12.24.05.333,14.547,-2.302,0.655,0.747
1601655845342,2020-10-02T12.24.05.342,14.556,-5.046,1.677,1.250
1601655845352,2020-10-02T12.24.05.352,14.566,-6.494,1.875,1.067
1601655845363,2020-10-02T12.24.05.363,14.577,-6.845,0.716,0.595
1601655845373,2020-10-02T12.24.05.373,14.587,-5.899,-1.113,-0.503
1601655845383,2020-10-02T12.24.05.383,14.597,-5.305,-1.570,-1.006
1601655845392,2020-10-02T12.24.05.392,14.606,-6.387,-0.366,-0.534
1601655845402,2020-10-02T12.24.05.402,14.616,-7.576,0.396,0.320
1601655845412,2020-10-02T12.24.05.412,14.626,-7.409,0.991,1.021
1601655845423,2020-10-02T12.24.05.423,14.637,-6.082,1.006,1.662
1601655845431,2020-10-02T12.24.05.431,14.645,-3.095,1.677,2.241
1601655845442,2020-10-02T12.24.05.442,14.656,-0.808,3.049,2.790
1601655845452,2020-10-02T12.24.05.452,14.666,-1.189,5.838,2.927
1601655845462,2020-10-02T12.24.05.462,14.676,-2.515,7.988,3.095
1601655845472,2020-10-02T12.24.05.472,14.686,-3.155,8.155,3.399
1601655845481,2020-10-02T12.24.05.481,14.695,-1.570,8.491,3.354
1601655845492,2020-10-02T12.24.05.492,14.706,0.762,9.802,4.314
1601655845502,2020-10-02T12.24.05.502,14.716,0.732,12.439,5.701
1601655845512,2020-10-02T12.24.05.512,14.726,-2.515,15.884,7.988
1601655845521,2020-10-02T12.24.05.521,14.735,-6.402,20.427,11.677
1601655845531,2020-10-02T12.24.05.531,14.745,-11.021,27.683,16.204
1601655845541,2020-10-02T12.24.05.541,14.755,-19.558,30.655,20.686
1601655845552,2020-10-02T12.24.05.552,14.766,-34.116,25.122,22.073
1601655845562,2020-10-02T12.24.05.562,14.776,-51.037,13.567,19.756
1601655845571,2020-10-02T12.24.05.571,14.785,-72.805,0.000,13.643
1601655845581,2020-10-02T12.24.05.581,14.795,-97.454,-14.223,4.329
1601655845591,2020-10-02T12.24.05.591,14.805,-118.643,-25.732,-4.893
1601655845601,2020-10-02T12.24.05.601,14.815,-134.253,-32.210,-11.235
1601655845610,2020-10-02T12.24.05.610,14.824,-144.848,-31.905,-13.537
1601655845620,2020-10-02T12.24.05.620,14.834,-152.302,-24.665,-12.973
1601655845631,2020-10-02T12.24.05.631,14.845,-160.838,-15.945,-11.143
1601655845641,2020-10-02T12.24.05.641,14.855,-170.732,-11.890,-10.061
1601655845651,2020-10-02T12.24.05.651,14.865,-177.515,-12.470,-9.085
1601655845660,2020-10-02T12.24.05.660,14.874,-180.579,-14.299,-7.713
1601655845670,2020-10-02T12.24.05.670,14.884,-183.720,-17.470,-5.579
1601655845680,2020-10-02T12.24.05.680,14.894,-189.619,-21.540,-3.399
1601655845691,2020-10-02T12.24.05.691,14.905,-197.439,-23.704,0.183
1601655845700,2020-10-02T12.24.05.700,14.914,-206.738,-24.848,1.616
1601655845710,2020-10-02T12.24.05.710,14.924,-217.241,-30.488,-0.854
1601655845720,2020-10-02T12.24.05.720,14.934,-226.890,-38.430,-5.854
1601655845730,2020-10-02T12.24.05.730,14.944,-234.848,-44.253,-9.710
1601655845741,2020-10-02T12.24.05.741,14.955,-243.247,-50.198,-12.774
1601655845749,2020-10-02T12.24.05.749,14.963,-248.338,-55.107,-16.418
1601655845760,2020-10-02T12.24.05.760,14.974,-250.595,-54.009,-18.399
1601655845770,2020-10-02T12.24.05.770,14.984,-256.936,-53.826,-19.771
1601655845780,2020-10-02T12.24.05.780,14.994,-267.012,-59.070,-22.393
1601655845789,2020-10-02T12.24.05.789,15.003,-275.869,-64.405,-26.585
1601655845799,2020-10-02T12.24.05.799,15.013,-280.640,-66.905,-30.274
1601655845809,2020-10-02T12.24.05.809,15.023,-285.168,-69.695,-34.436
1601655845820,2020-10-02T12.24.05.820,15.034,-289.177,-71.646,-39.085
1601655845830,2020-10-02T12.24.05.830,15.044,-290.777,-73.018,-43.902
1601655845839,2020-10-02T12.24.05.839,15.053,-290.046,-74.604,-48.415
1601655845849,2020-10-02T12.24.05.849,15.063,-284.634,-75.366,-52.439
1601655845859,2020-10-02T12.24.05.859,15.073,-276.189,-75.107,-55.747
1601655845869,2020-10-02T12.24.05.869,15.083,-265.427,-72.713,-54.817
1601655845878,2020-10-02T12.24.05.878,15.092,-254.223,-68.780,-51.021
1601655845888,2020-10-02T12.24.05.888,15.102,-247.637,-65.061,-47.668
1601655845899,2020-10-02T12.24.05.899,15.113,-244.756,-62.713,-48.232
1601655845909,2020-10-02T12.24.05.909,15.123,-241.829,-63.277,-50.259
1601655845919,2020-10-02T12.24.05.919,15.133,-239.314,-63.841,-52.332
1601655845928,2020-10-02T12.24.05.928,15.142,-240.091,-68.506,-54.909
1601655845938,2020-10-02T12.24.05.938,15.152,-242.210,-73.613,-59.329
1601655845949,2020-10-02T12.24.05.949,15.163,-244.909,-77.058,-62.774
1601655845959,2020-10-02T12.24.05.959,15.173,-245.137,-76.357,-65.183
1601655845968,2020-10-02T12.24.05.968,15.182,-239.558,-69.436,-63.598
1601655845978,2020-10-02T12.24.05.978,15.192,-230.564,-64.024,-58.582
1601655845988,2020-10-02T12.24.05.988,15.202,-220.899,-62.713,-51.311
1601655845998,2020-10-02T12.24.05.998,15.212,-210.610,-59.939,-42.744
1601655846009,2020-10-02T12.24.06.009,15.223,-202.195,-49.497,-35.884
1601655846017,2020-10-02T12.24.06.017,15.231,-202.149,-36.570,-31.890
1601655846028,2020-10-02T12.24.06.028,15.242,-207.393,-25.823,-32.546
1601655846038,2020-10-02T12.24.06.038,15.252,-212.607,-22.027,-36.479
1601655846048,2020-10-02T12.24.06.048,15.262,-215.869,-26.768,-41.524
1601655846057,2020-10-02T12.24.06.057,15.271,-217.683,-36.265,-45.229
1601655846067,2020-10-02T12.24.06.067,15.281,-217.271,-43.659,-47.988
1601655846077,2020-10-02T12.24.06.077,15.291,-214.314,-50.549,-48.796
1601655846088,2020-10-02T12.24.06.088,15.302,-207.027,-61.098,-46.189
1601655846098,2020-10-02T12.24.06.098,15.312,-196.418,-68.780,-38.613
1601655846107,2020-10-02T12.24.06.107,15.321,-188.415,-67.851,-29.573
1601655846117,2020-10-02T12.24.06.117,15.331,-188.110,-61.341,-23.933
1601655846127,2020-10-02T12.24.06.127,15.341,-191.662,-52.835,-21.372
1601655846137,2020-10-02T12.24.06.137,15.351,-194.665,-44.649,-19.223
1601655846146,2020-10-02T12.24.06.146,15.360,-194.863,-42.409,-17.698
1601655846157,2020-10-02T12.24.06.157,15.371,-192.317,-47.348,-18.308
1601655846167,2020-10-02T12.24.06.167,15.381,-186.921,-59.680,-20.549
1601655846177,2020-10-02T12.24.06.177,15.391,-178.811,-76.280,-21.966
1601655846187,2020-10-02T12.24.06.187,15.401,-168.933,-89.954,-22.912
1601655846196,2020-10-02T12.24.06.196,15.410,-163.598,-96.555,-25.290
1601655846206,2020-10-02T12.24.06.206,15.420,-159.055,-94.162,-29.710
1601655846217,2020-10-02T12.24.06.217,15.431,-139.024,-82.210,-31.357
1601655846227,2020-10-02T12.24.06.227,15.441,-97.668,-65.030,-29.131
1601655846236,2020-10-02T12.24.06.236,15.450,-41.585,-47.851,-21.540
1601655846246,2020-10-02T12.24.06.246,15.460,11.540,-29.954,-9.832
1601655846256,2020-10-02T12.24.06.256,15.470,46.402,-4.421,3.384
1601655846266,2020-10-02T12.24.06.266,15.480,62.805,23.003,17.119
1601655846277,2020-10-02T12.24.06.277,15.491,71.723,42.622,29.024
1601655846285,2020-10-02T12.24.06.285,15.499,80.686,52.104,35.991
1601655846296,2020-10-02T12.24.06.296,15.510,88.598,51.738,39.162
1601655846306,2020-10-02T12.24.06.306,15.520,95.930,43.994,38.750
1601655846316,2020-10-02T12.24.06.316,15.530,102.927,32.942,35.762
1601655846325,2020-10-02T12.24.06.325,15.539,108.460,21.418,33.750
1601655846335,2020-10-02T12.24.06.335,15.549,111.037,14.817,32.927
1601655846346,2020-10-02T12.24.06.346,15.560,111.220,14.543,32.515
1601655846356,2020-10-02T12.24.06.356,15.570,112.698,17.302,32.500
1601655846366,2020-10-02T12.24.06.366,15.580,116.677,19.649,32.622
1601655846375,2020-10-02T12.24.06.375,15.589,120.793,20.610,32.134
1601655846385,2020-10-02T12.24.06.385,15.599,123.857,18.887,31.905
1601655846395,2020-10-02T12.24.06.395,15.609,124.543,16.433,31.387
1601655846406,2020-10-02T12.24.06.406,15.620,122.561,16.585,30.595
1601655846414,2020-10-02T12.24.06.414,15.628,121.250,18.064,29.253
1601655846425,2020-10-02T12.24.06.425,15.639,122.622,19.329,26.387
1601655846435,2020-10-02T12.24.06.435,15.649,125.427,20.747,22.744
1601655846445,2020-10-02T12.24.06.445,15.659,130.838,20.564,20.625
1601655846455,2020-10-02T12.24.06.455,15.669,142.470,17.165,22.134
1601655846464,2020-10-02T12.24.06.464,15.678,156.448,12.866,25.183
1601655846474,2020-10-02T12.24.06.474,15.688,166.966,12.271,27.790
1601655846485,2020-10-02T12.24.06.485,15.699,172.942,15.564,29.436
1601655846495,2020-10-02T12.24.06.495,15.709,175.457,17.927,29.482
1601655846504,2020-10-02T12.24.06.504,15.718,175.457,21.601,28.064
1601655846514,2020-10-02T12.24.06.514,15.728,171.250,29.360,25.960
1601655846524,2020-10-02T12.24.06.524,15.738,162.698,37.470,22.302
1601655846534,2020-10-02T12.24.06.534,15.748,151.631,44.131,16.860
1601655846545,2020-10-02T12.24.06.545,15.759,140.869,47.881,8.902
1601655846554,2020-10-02T12.24.06.554,15.768,137.149,44.055,0.976
1601655846564,2020-10-02T12.24.06.564,15.778,140.838,32.348,-4.634
1601655846574,2020-10-02T12.24.06.574,15.788,149.009,18.293,-7.988
1601655846584,2020-10-02T12.24.06.584,15.798,160.625,9.649,-10.091
1601655846593,2020-10-02T12.24.06.593,15.807,172.637,11.067,-9.512
1601655846603,2020-10-02T12.24.06.603,15.817,184.634,23.369,-4.466
1601655846614,2020-10-02T12.24.06.614,15.828,196.860,42.134,6.646
1601655846624,2020-10-02T12.24.06.624,15.838,206.845,59.375,19.284
1601655846634,2020-10-02T12.24.06.634,15.848,215.015,70.259,27.622
1601655846643,2020-10-02T12.24.06.643,15.857,221.936,75.244,32.927
1601655846653,2020-10-02T12.24.06.653,15.867,226.174,78.796,36.143
1601655846663,2020-10-02T12.24.06.663,15.877,227.591,83.826,38.826
1601655846674,2020-10-02T12.24.06.674,15.888,226.052,90.747,41.082
1601655846682,2020-10-02T12.24.06.682,15.896,226.966,95.777,42.820
1601655846693,2020-10-02T12.24.06.693,15.907,229.497,98.277,44.451
1601655846703,2020-10-02T12.24.06.703,15.917,229.710,93.598,45.838
1601655846713,2020-10-02T12.24.06.713,15.927,226.768,79.162,46.021
1601655846723,2020-10-02T12.24.06.723,15.937,220.046,57.912,43.155
1601655846732,2020-10-02T12.24.06.732,15.946,210.595,35.640,36.875
1601655846742,2020-10-02T12.24.06.742,15.956,202.683,21.860,28.918
1601655846753,2020-10-02T12.24.06.753,15.967,199.390,25.244,22.790
1601655846763,2020-10-02T12.24.06.763,15.977,197.439,38.430,21.753
1601655846772,2020-10-02T12.24.06.772,15.986,193.933,51.311,23.963
1601655846782,2020-10-02T12.24.06.782,15.996,194.116,63.415,27.790
1601655846792,2020-10-02T12.24.06.792,16.006,201.235,71.646,31.585
1601655846803,2020-10-02T12.24.06.803,16.017,208.902,69.710,33.918
1601655846813,2020-10-02T12.24.06.813,16.027,215.122,57.866,35.290
1601655846822,2020-10-02T12.24.06.822,16.036,217.942,44.421,33.338
1601655846832,2020-10-02T12.24.06.832,16.046,213.811,36.372,27.058
1601655846842,2020-10-02T12.24.06.842,16.056,207.195,29.985,21.982
1601655846852,2020-10-02T12.24.06.852,16.066,200.686,24.070,16.768
1601655846861,2020-10-02T12.24.06.861,16.075,194.619,19.207,10.320
1601655846871,2020-10-02T12.24.06.871,16.085,189.192,16.555,4.543
1601655846882,2020-10-02T12.24.06.882,16.096,183.872,19.863,-0.579
1601655846892,2020-10-02T12.24.06.892,16.106,180.000,24.710,-2.088
1601655846902,2020-10-02T12.24.06.902,16.116,177.957,30.168,-1.189
1601655846911,2020-10-02T12.24.06.911,16.125,175.534,38.125,2.668
1601655846921,2020-10-02T12.24.06.921,16.135,173.384,46.433,6.860
1601655846931,2020-10-02T12.24.06.931,16.145,170.762,49.360,8.780
1601655846942,2020-10-02T12.24.06.942,16.156,168.476,42.820,8.140
1601655846950,2020-10-02T12.24.06.950,16.164,165.000,30.030,5.015
1601655846961,2020-10-02T12.24.06.961,16.175,160.213,15.686,2.363
1601655846971,2020-10-02T12.24.06.971,16.185,154.253,4.268,-0.396
1601655846981,2020-10-02T12.24.06.981,16.195,150.762,2.988,-2.683
1601655846992,2020-10-02T12.24.06.992,16.206,148.338,12.165,-1.570
1601655847000,2020-10-02T12.24.07.000,16.214,144.649,25.091,1.204
1601655847011,2020-10-02T12.24.07.011,16.225,140.091,35.884,4.527
1601655847021,2020-10-02T12.24.07.021,16.235,137.104,41.616,8.064
1601655847031,2020-10-02T12.24.07.031,16.245,136.220,41.905,11.113
1601655847040,2020-10-02T12.24.07.040,16.254,135.320,38.674,13.338
