epoc (ms),C_Gx,C_Gy,C_Gz,C_Ax,C_Ay,C_Az,Activity
1601655866632,24.451,18.948,0.076,-1.127,-0.226,-0.279,override
1601655866641,19.878,24.832,2.5,-1.112,-0.217,-0.297,override
1601655866651,15.869,27.363,5.137,-1.09,-0.206,-0.311,override
1601655866661,13.262,25.335,6.768,-1.075,-0.202,-0.31,override
1601655866672,10.595,20.473,7.424,-1.063,-0.197,-0.304,override
1601655866682,7.82,14.97,7.104,-1.064,-0.196,-0.288,override
1601655866691,4.787,10.793,6.662,-1.066,-0.203,-0.262,override
1601655866701,3.11,7.088,6.966,-1.056,-0.207,-0.23,override
1601655866711,3.537,4.787,7.866,-1.039,-0.202,-0.206,override
1601655866721,4.101,5.442,8.72,-1.023,-0.195,-0.194,override
1601655866730,2.759,10.198,9.482,-1.01,-0.191,-0.196,override
1601655866741,-0.274,14.985,9.893,-1.006,-0.19,-0.207,override
1601655866751,-1.662,15.457,10.473,-1.003,-0.177,-0.217,override
1601655866761,-1.113,13.872,10.823,-0.992,-0.166,-0.22,override
1601655866771,-1.646,10.03,10.244,-0.979,-0.158,-0.223,override
1601655866780,-2.607,5.015,7.698,-0.984,-0.159,-0.212,override
1601655866790,-3.003,-0.015,4.695,-0.999,-0.172,-0.179,override
1601655866801,-2.988,-2.104,3.567,-1.007,-0.186,-0.145,override
1601655866811,-2.454,-0.335,4.421,-1.004,-0.189,-0.125,override
1601655866820,-2.088,4.924,5.473,-0.994,-0.185,-0.126,override
1601655866830,-1.524,9.787,6.113,-0.992,-0.184,-0.138,override
1601655866840,-0.793,11.418,6.601,-0.987,-0.179,-0.156,override
1601655866850,0.03,10.823,6.143,-0.976,-0.177,-0.174,override
1601655866861,-0.076,8.613,4.863,-0.969,-0.168,-0.189,override
1601655866869,-1.021,4.863,2.942,-0.972,-0.17,-0.196,override
1601655866880,-2.302,0.427,0.793,-0.973,-0.17,-0.199,override
1601655866890,-2.119,-3.11,0.579,-0.984,-0.168,-0.19,override
1601655866900,-3.064,-2.866,-0.473,-0.993,-0.168,-0.18,override
1601655866910,-5.762,-0.655,-1.54,-1.009,-0.164,-0.173,override
1601655866919,-6.174,0.274,-1.86,-1.022,-0.176,-0.157,override
1601655866929,-4.985,-0.213,-0.96,-1.027,-0.186,-0.143,override
1601655866940,-2.896,-0.396,0.259,-1.021,-0.181,-0.145,override
1601655866950,-1.067,0.091,0.457,-1.01,-0.181,-0.153,override
1601655866959,-1.174,0.091,0.412,-1.015,-0.186,-0.155,override
1601655866969,-1.54,-0.869,0.198,-1.018,-0.187,-0.148,override
1601655866979,-0.152,-0.991,-0.396,-1.013,-0.188,-0.144,override
1601655866990,1.555,-0.396,-0.854,-1.008,-0.19,-0.144,override
1601655867000,1.265,0.107,-1.982,-1.006,-0.193,-0.154,override
1601655867009,-0.183,0.046,-3.689,-1.013,-0.192,-0.162,override
1601655867019,-1.433,-0.091,-3.872,-1.024,-0.197,-0.155,override
1601655867029,-2.043,0.655,-1.021,-1.034,-0.198,-0.142,override
1601655867039,-2.165,3.476,0.777,-1.027,-0.191,-0.135,override
1601655867048,-1.113,6.143,1.54,-1.016,-0.182,-0.138,override
1601655867058,0.686,6.433,3.262,-1.015,-0.182,-0.146,override
1601655867069,2.729,5.442,3.963,-1.007,-0.181,-0.155,override
1601655867079,4.787,4.177,4.817,-1.001,-0.181,-0.164,override
1601655867089,4.893,3.506,5.351,-0.995,-0.181,-0.169,override
1601655867098,3.994,3.872,5.305,-0.989,-0.177,-0.179,override
1601655867108,3.399,4.299,4.543,-0.989,-0.175,-0.194,override
1601655867118,2.149,3.552,3.445,-0.991,-0.181,-0.197,override
1601655867129,0.503,2.454,2.591,-0.997,-0.178,-0.187,override
1601655867137,-0.488,2.241,2.287,-1.0,-0.177,-0.167,override
1601655867148,-0.777,3.079,2.073,-0.997,-0.176,-0.163,override
1601655867158,0.107,3.049,1.89,-0.997,-0.167,-0.168,override
1601655867168,1.265,2.119,1.692,-0.993,-0.163,-0.178,override
1601655867179,1.311,1.555,0.976,-1.0,-0.167,-0.179,override
1601655867187,0.229,1.296,0.534,-1.009,-0.174,-0.169,override
1601655867198,0.03,1.098,0.747,-1.014,-0.182,-0.157,override
1601655867208,0.732,0.732,0.976,-1.01,-0.181,-0.156,override
1601655867218,1.524,0.808,1.067,-1.001,-0.178,-0.164,override
1601655867227,1.265,0.991,1.189,-0.998,-0.175,-0.174,override
1601655867237,0.732,1.189,0.915,-0.997,-0.169,-0.183,override
1601655867247,0.518,1.22,0.701,-0.997,-0.171,-0.183,override
1601655867258,0.229,1.616,0.29,-1.001,-0.17,-0.183,override
1601655867268,0.137,2.18,-0.351,-0.997,-0.17,-0.186,override
1601655867277,0.061,1.28,-0.655,-1.001,-0.174,-0.188,override
1601655867287,-0.579,-0.091,-1.448,-1.005,-0.174,-0.191,override
1601655867297,-0.747,-1.723,-1.387,-1.006,-0.168,-0.19,override
1601655867307,-0.107,-3.095,-0.381,-1.008,-0.17,-0.183,override
1601655867316,0.168,-2.622,-0.671,-1.005,-0.169,-0.178,override
1601655867326,-0.335,-1.753,-1.021,-1.008,-0.174,-0.181,override
1601655867337,-0.884,-1.89,-1.25,-1.01,-0.173,-0.182,override
1601655867347,-1.098,-2.561,-1.479,-1.003,-0.176,-0.179,override
1601655867357,-1.311,-2.805,-1.601,-1.004,-0.177,-0.172,override
1601655867366,-1.25,-2.409,-1.57,-1.004,-0.177,-0.174,override
1601655867376,-0.991,-2.393,-1.418,-1.006,-0.177,-0.17,override
1601655867387,-1.128,-2.119,-1.509,-1.004,-0.183,-0.165,override
1601655867397,-0.823,-2.134,-1.387,-1.001,-0.188,-0.166,override
1601655867406,-0.518,-2.134,-1.28,-1.007,-0.188,-0.166,override
1601655867416,-0.747,-1.677,-1.174,-1.007,-0.187,-0.169,override
1601655867426,-1.494,-1.738,-1.387,-1.013,-0.189,-0.167,override
1601655867436,-2.287,-1.54,-1.631,-1.022,-0.194,-0.155,override
1601655867447,-2.241,-0.762,-1.082,-1.027,-0.199,-0.148,override
1601655867455,-1.921,-0.152,-0.518,-1.025,-0.198,-0.144,override
1601655867466,-1.341,0.168,-0.107,-1.021,-0.195,-0.149,override
1601655867476,-0.473,-0.03,0.122,-1.018,-0.188,-0.155,override
1601655867486,0.137,-0.335,0.122,-1.014,-0.187,-0.16,override
1601655867495,-0.503,0.29,0.274,-1.01,-0.188,-0.159,override
1601655867505,-0.747,0.838,0.869,-1.002,-0.184,-0.158,override
1601655867515,-0.64,0.747,0.854,-0.99,-0.182,-0.167,override
1601655867526,-0.366,-0.274,0.503,-0.986,-0.177,-0.176,override
1601655867536,-0.198,-1.555,0.0,-0.978,-0.172,-0.181,override
1601655867545,-0.976,-2.18,-0.701,-0.981,-0.167,-0.176,override
1601655867555,-2.027,-1.402,-1.326,-0.988,-0.172,-0.164,override
1601655867565,-2.851,-0.442,-1.509,-0.995,-0.171,-0.153,override
1601655867575,-3.155,0.076,-1.905,-1.001,-0.168,-0.15,override
1601655867584,-3.049,0.076,-2.18,-1.004,-0.167,-0.154,override
1601655867595,-1.966,0.213,-2.012,-1.006,-0.173,-0.154,override
1601655867605,-0.945,0.457,-1.951,-1.009,-0.179,-0.166,override
1601655867615,-0.747,0.229,-2.195,-1.006,-0.181,-0.179,override
1601655867625,-1.311,-0.991,-2.409,-1.001,-0.185,-0.178,override
1601655867634,-2.18,-2.561,-2.561,-1.001,-0.187,-0.174,override
1601655867644,-2.759,-3.674,-3.11,-1.009,-0.189,-0.165,override
1601655867655,-3.537,-3.399,-3.186,-1.017,-0.191,-0.154,override
1601655867665,-4.695,-1.951,-2.79,-1.02,-0.195,-0.139,override
1601655867674,-4.466,-0.396,-2.576,-1.022,-0.201,-0.13,override
1601655867684,-2.82,0.823,-1.905,-1.022,-0.204,-0.131,override
1601655867694,-0.915,2.043,-1.204,-1.019,-0.202,-0.143,override
1601655867704,0.0,2.973,-0.716,-1.022,-0.203,-0.157,override
1601655867715,0.213,2.591,-0.381,-1.022,-0.2,-0.165,override
1601655867723,-0.137,1.86,-0.137,-1.019,-0.195,-0.17,override
1601655867734,-1.037,1.555,-0.091,-1.017,-0.194,-0.174,override
1601655867744,-1.921,1.204,-0.152,-1.023,-0.198,-0.174,override
1601655867754,-1.966,0.793,-0.152,-1.021,-0.191,-0.172,override
1601655867763,-1.509,0.198,-0.03,-1.02,-0.19,-0.165,override
1601655867773,-0.686,-0.457,0.0,-1.016,-0.188,-0.165,override
1601655867783,-0.488,-0.808,0.534,-1.015,-0.19,-0.165,override
1601655867794,-0.64,-0.183,1.22,-1.022,-0.196,-0.161,override
1601655867804,-0.854,0.899,1.784,-1.022,-0.196,-0.16,override
1601655867813,-0.747,1.402,2.302,-1.017,-0.193,-0.16,override
1601655867823,-0.396,1.875,2.271,-1.014,-0.188,-0.162,override
1601655867833,0.274,1.951,1.966,-1.009,-0.19,-0.165,override
1601655867844,0.32,0.671,1.829,-1.006,-0.193,-0.167,override
1601655867852,0.061,-0.335,1.997,-1.006,-0.188,-0.168,override
1601655867863,-0.213,-0.732,2.073,-1.003,-0.187,-0.167,override
1601655867873,-0.61,0.61,2.134,-1.008,-0.191,-0.161,override
1601655867883,-1.037,3.445,2.287,-1.004,-0.188,-0.165,override
1601655867893,-1.418,3.643,2.149,-1.006,-0.184,-0.167,override
1601655867902,-0.869,1.616,1.601,-1.003,-0.184,-0.163,override
1601655867912,0.137,-0.564,1.402,-1.006,-0.19,-0.156,override
1601655867923,0.03,0.03,1.357,-1.005,-0.186,-0.154,override
1601655867933,-0.808,1.997,1.784,-1.001,-0.184,-0.15,override
1601655867943,-0.701,2.988,1.951,-1.0,-0.178,-0.155,override
1601655867952,0.32,2.82,1.723,-0.994,-0.178,-0.163,override
1601655867962,0.488,2.073,1.311,-0.991,-0.177,-0.166,override
1601655867972,0.0,1.875,1.22,-0.993,-0.174,-0.16,override
1601655867983,-0.229,2.409,1.082,-0.991,-0.174,-0.159,override
1601655867992,0.198,2.713,0.716,-0.989,-0.177,-0.164,override
1601655868002,0.076,3.78,0.396,-0.991,-0.179,-0.169,override
1601655868012,-0.899,5.777,0.366,-0.996,-0.18,-0.172,override
1601655868022,-1.966,6.646,0.335,-0.995,-0.178,-0.175,override
1601655868033,-1.662,5.259,0.03,-0.997,-0.173,-0.181,override
1601655868041,-0.305,2.652,-0.564,-0.997,-0.173,-0.193,override
1601655868052,1.159,-0.305,-1.235,-1.002,-0.176,-0.193,override
1601655868062,1.677,-1.524,-1.845,-1.005,-0.177,-0.191,override
1601655868072,1.204,-0.884,-1.921,-1.014,-0.177,-0.185,override
1601655868081,0.884,0.457,-1.951,-1.01,-0.192,-0.183,override
1601655868091,-0.366,0.107,-1.418,-1.013,-0.195,-0.183,override
1601655868101,-0.838,0.091,-1.128,-1.018,-0.188,-0.179,override
1601655868112,-0.442,-0.412,-0.945,-1.015,-0.195,-0.18,override
1601655868122,-0.198,-0.671,-0.747,-1.018,-0.194,-0.18,override
1601655868131,-0.899,-0.716,-0.564,-1.018,-0.198,-0.181,override
1601655868141,-1.86,-0.762,-0.274,-1.021,-0.195,-0.176,override
1601655868151,-1.692,-1.265,0.061,-1.021,-0.201,-0.167,override
1601655868161,-1.22,-1.845,0.107,-1.017,-0.2,-0.163,override
1601655868170,-1.143,-1.662,0.442,-1.015,-0.196,-0.157,override
1601655868180,-0.93,-0.747,0.701,-1.01,-0.188,-0.16,override
1601655868191,-0.488,-0.671,0.427,-0.999,-0.187,-0.16,override
1601655868201,-0.777,-1.037,0.244,-0.997,-0.187,-0.157,override
1601655868211,-0.793,-0.671,0.183,-0.999,-0.188,-0.16,override
1601655868220,-0.93,-0.564,0.137,-0.993,-0.183,-0.162,override
1601655868230,-1.067,-0.869,0.274,-0.995,-0.183,-0.164,override
1601655868241,-1.25,-1.341,-0.03,-0.994,-0.186,-0.162,override
1601655868251,-1.128,-1.372,-0.503,-0.998,-0.187,-0.16,override
1601655868260,-0.518,-0.823,-0.884,-0.996,-0.187,-0.162,override
1601655868270,-0.152,-0.488,-1.113,-0.999,-0.192,-0.157,override
1601655868280,-0.046,0.32,-1.22,-1.005,-0.191,-0.158,override
1601655868290,-0.061,0.579,-1.357,-1.01,-0.188,-0.156,override
1601655868301,0.03,0.427,-1.235,-1.014,-0.196,-0.153,override
1601655868309,0.046,0.595,-0.671,-1.02,-0.198,-0.153,override
1601655868320,-0.29,1.341,0.381,-1.021,-0.2,-0.156,override
1601655868330,-0.899,1.966,1.189,-1.02,-0.191,-0.161,override
1601655868340,-0.534,2.454,1.098,-1.013,-0.183,-0.163,override
1601655868349,0.381,2.256,0.747,-1.01,-0.189,-0.167,override
1601655868359,0.625,1.235,0.747,-1.008,-0.188,-0.171,override
1601655868369,1.22,1.098,0.808,-1.008,-0.191,-0.172,override
1601655868380,1.189,2.18,1.037,-1.007,-0.192,-0.179,override
1601655868390,0.351,3.079,1.204,-1.001,-0.189,-0.185,override
1601655868399,-0.274,2.744,0.854,-1.0,-0.183,-0.188,override
1601655868409,-0.046,2.027,0.335,-1.001,-0.184,-0.19,override
1601655868419,-0.229,0.61,0.412,-1.006,-0.19,-0.189,override
1601655868429,-1.098,0.259,0.274,-1.007,-0.188,-0.185,override
1601655868438,-2.226,1.402,0.32,-1.013,-0.192,-0.178,override
1601655868449,-2.607,2.561,0.869,-1.014,-0.19,-0.185,override
1601655868459,-2.256,2.012,1.418,-1.008,-0.183,-0.194,override
1601655868469,-1.082,1.113,1.067,-1.004,-0.179,-0.195,override
1601655868479,-1.296,1.204,0.518,-0.998,-0.181,-0.193,override
1601655868488,-2.393,1.707,0.061,-1.002,-0.181,-0.189,override
1601655868498,-3.034,2.043,-0.015,-1.002,-0.188,-0.178,override
1601655868509,-3.643,1.326,0.335,-1.003,-0.192,-0.178,override
1601655868519,-3.308,-0.716,0.503,-1.004,-0.187,-0.178,override
1601655868528,-2.363,-2.409,0.091,-1.003,-0.18,-0.174,override
1601655868538,-1.707,-2.759,-0.427,-1.0,-0.187,-0.166,override
1601655868548,-2.043,-2.409,-0.564,-1.008,-0.192,-0.163,override
1601655868558,-1.707,-1.509,-0.183,-1.011,-0.191,-0.161,override
1601655868569,-1.402,-0.488,0.351,-1.007,-0.194,-0.16,override
1601655868577,-1.966,0.32,0.305,-1.008,-0.193,-0.157,override
1601655868588,-2.119,0.518,0.366,-1.006,-0.195,-0.158,override
1601655868598,-1.677,0.305,0.671,-1.009,-0.195,-0.156,override
1601655868608,-1.265,0.457,0.93,-1.011,-0.191,-0.16,override
1601655868617,-0.945,0.793,0.869,-1.004,-0.191,-0.165,override
1601655868627,-1.159,0.625,0.838,-1.003,-0.189,-0.166,override
1601655868637,-1.037,0.534,0.564,-1.004,-0.183,-0.166,override
1601655868648,-0.442,1.082,-0.015,-1.007,-0.19,-0.165,override
1601655868658,-0.259,1.174,-0.015,-1.007,-0.191,-0.165,override
1601655868667,-0.015,0.655,0.183,-1.008,-0.194,-0.168,override
1601655868677,-0.091,-0.168,0.671,-1.008,-0.196,-0.164,override
1601655868687,0.305,-0.351,0.93,-1.01,-0.194,-0.161,override
1601655868698,0.152,0.274,1.296,-1.013,-0.193,-0.162,override
1601655868706,-0.244,0.854,1.692,-1.01,-0.187,-0.169,override
1601655868717,0.168,0.915,1.723,-1.005,-0.188,-0.171,override
1601655868727,0.03,0.03,1.509,-1.002,-0.184,-0.176,override
1601655868737,-0.183,-0.732,1.235,-0.999,-0.183,-0.177,override
1601655868747,-0.61,-0.259,0.732,-1.001,-0.186,-0.178,override
1601655868756,-0.762,0.64,-0.32,-0.999,-0.179,-0.176,override
1601655868766,-0.305,0.762,0.442,-0.996,-0.186,-0.174,override
1601655868777,-0.457,-0.061,0.518,-0.993,-0.182,-0.176,override
1601655868787,-0.32,-0.213,0.259,-0.994,-0.184,-0.172,override
1601655868797,-0.152,-0.03,0.061,-1.0,-0.186,-0.168,override
1601655868806,-0.335,0.168,0.625,-1.001,-0.185,-0.17,override
1601655868816,-0.503,1.174,0.595,-0.999,-0.18,-0.171,override
1601655868826,-0.671,1.57,0.137,-1.0,-0.183,-0.173,override
1601655868837,-1.067,1.707,-0.107,-1.006,-0.186,-0.174,override
1601655868846,-0.823,2.744,-0.168,-1.009,-0.188,-0.17,override
1601655868856,-0.823,3.826,-0.015,-1.011,-0.192,-0.173,override
1601655868866,-0.976,3.14,0.046,-1.013,-0.195,-0.176,override
1601655868876,-0.838,1.677,0.091,-1.017,-0.199,-0.18,override
1601655868887,-0.503,-0.076,0.244,-1.017,-0.199,-0.182,override
1601655868895,-0.61,-0.686,0.549,-1.018,-0.193,-0.181,override
1601655868906,-1.357,0.213,0.777,-1.018,-0.19,-0.175,override
1601655868916,-1.829,1.982,0.945,-1.016,-0.193,-0.17,override
1601655868926,-2.027,3.11,1.555,-1.021,-0.194,-0.163,override
1601655868935,-1.631,3.857,2.241,-1.02,-0.196,-0.162,override
1601655868945,-1.341,4.848,2.82,-1.021,-0.197,-0.165,override
1601655868955,-0.854,5.137,3.46,-1.016,-0.194,-0.166,override
1601655868966,-0.091,4.512,3.704,-1.007,-0.184,-0.175,override
1601655868976,0.046,4.223,3.384,-0.999,-0.181,-0.181,override
1601655868985,-0.198,4.756,2.973,-0.999,-0.183,-0.18,override
1601655868995,-0.716,3.948,2.927,-0.994,-0.183,-0.187,override
1601655869005,-0.976,2.088,2.713,-0.991,-0.188,-0.183,override
1601655869015,-0.625,0.503,2.576,-0.992,-0.186,-0.188,override
1601655869024,-1.021,-0.076,2.378,-0.995,-0.179,-0.189,override
1601655869034,-1.265,0.473,1.997,-0.999,-0.175,-0.185,override
1601655869045,-1.326,1.448,1.662,-1.004,-0.175,-0.178,override
1601655869055,-1.296,2.332,1.662,-1.002,-0.174,-0.179,override
1601655869065,-1.052,2.027,1.387,-0.999,-0.167,-0.185,override
1601655869074,-0.244,0.716,1.037,-0.997,-0.174,-0.187,override
1601655869084,-0.427,-0.473,0.732,-0.995,-0.176,-0.185,override
1601655869095,-0.762,-0.137,0.366,-0.994,-0.173,-0.181,override
1601655869105,-0.61,0.854,0.229,-0.996,-0.175,-0.182,override
1601655869114,-0.366,1.997,0.61,-0.996,-0.175,-0.184,override
1601655869124,-0.808,3.186,0.595,-0.999,-0.176,-0.182,override
1601655869134,-1.57,4.085,0.777,-1.005,-0.181,-0.182,override
1601655869144,-2.18,4.817,1.174,-1.012,-0.181,-0.179,override
1601655869155,-2.637,5.518,1.494,-1.012,-0.178,-0.181,override
1601655869163,-2.82,6.814,1.692,-1.017,-0.18,-0.187,override
1601655869174,-3.277,7.378,2.012,-1.014,-0.187,-0.195,override
1601655869184,-3.232,6.357,1.905,-1.014,-0.186,-0.202,override
1601655869194,-2.668,3.384,1.662,-1.011,-0.187,-0.207,override
1601655869203,-1.341,-0.122,1.113,-1.012,-0.187,-0.2,override
1601655869213,-0.488,-2.241,1.128,-1.012,-0.185,-0.196,override
1601655869223,-0.625,-1.631,1.113,-1.009,-0.179,-0.191,override
1601655869234,-1.235,0.61,0.808,-1.009,-0.178,-0.191,override
1601655869244,-1.799,1.601,0.655,-1.007,-0.182,-0.189,override
1601655869253,-1.585,1.204,1.189,-1.003,-0.18,-0.19,override
1601655869263,-1.402,0.869,1.174,-0.999,-0.175,-0.194,override
1601655869273,-1.677,0.137,0.244,-1.0,-0.177,-0.192,override
1601655869283,-1.54,0.046,0.32,-1.003,-0.177,-0.195,override
1601655869292,-0.762,-0.259,0.152,-0.998,-0.178,-0.196,override
1601655869303,-0.899,-0.457,0.137,-0.998,-0.175,-0.194,override
1601655869313,-1.662,-0.518,0.107,-0.996,-0.177,-0.194,override
1601655869323,-2.393,-0.366,0.183,-1.0,-0.177,-0.194,override
1601655869333,-2.652,0.549,0.183,-1.005,-0.172,-0.193,override
1601655869342,-2.896,1.768,0.107,-1.003,-0.172,-0.194,override
1601655869352,-2.591,1.936,0.03,-1.004,-0.173,-0.193,override
1601655869363,-2.393,1.662,0.046,-0.999,-0.177,-0.199,override
1601655869373,-2.363,0.335,-0.152,-1.0,-0.173,-0.201,override
1601655869382,-2.287,-0.732,-0.534,-1.001,-0.176,-0.197,override
1601655869392,-2.363,-1.189,-0.808,-1.001,-0.177,-0.192,override
1601655869402,-2.622,-1.235,-0.747,-1.004,-0.183,-0.189,override
1601655869412,-2.851,-0.762,-0.457,-1.009,-0.182,-0.183,override
1601655869423,-2.637,-0.274,-0.793,-1.007,-0.183,-0.181,override
1601655869431,-2.21,-0.655,-0.838,-1.005,-0.184,-0.184,override
1601655869442,-1.646,-1.067,-0.473,-1.009,-0.184,-0.186,override
1601655869452,-1.692,-0.396,-0.655,-1.006,-0.184,-0.189,override
1601655869462,-2.012,-0.229,-0.655,-1.01,-0.185,-0.188,override
1601655869471,-1.921,-0.671,-0.579,-1.013,-0.189,-0.182,override
1601655869481,-1.372,-0.671,-0.61,-1.014,-0.188,-0.175,override
1601655869492,-1.235,-0.091,-0.625,-1.014,-0.187,-0.177,override
1601655869502,-1.585,0.061,-0.366,-1.017,-0.189,-0.177,override
1601655869512,-1.753,0.396,0.107,-1.02,-0.188,-0.177,override
1601655869521,-1.616,0.945,1.021,-1.019,-0.187,-0.177,override
1601655869531,-1.341,1.433,2.043,-1.013,-0.187,-0.175,override
1601655869541,-1.082,1.753,2.774,-1.007,-0.184,-0.175,override
1601655869552,-1.326,2.79,3.049,-1.002,-0.18,-0.181,override
1601655869560,-1.631,2.866,2.942,-0.996,-0.178,-0.186,override
1601655869571,-1.524,2.119,2.195,-0.993,-0.176,-0.19,override
1601655869581,-1.204,0.96,1.479,-0.992,-0.177,-0.189,override
1601655869591,-1.052,-0.137,0.899,-0.994,-0.179,-0.187,override
1601655869601,-0.716,0.671,0.64,-0.997,-0.177,-0.184,override
1601655869610,-0.732,1.296,0.823,-0.999,-0.171,-0.186,override
1601655869620,-0.305,1.54,0.808,-1.0,-0.164,-0.188,override
1601655869631,0.442,1.875,0.473,-1.001,-0.173,-0.184,override
1601655869641,0.351,2.591,0.473,-1.002,-0.175,-0.191,override
1601655869651,0.061,2.576,0.991,-1.001,-0.176,-0.196,override
1601655869660,-0.168,2.149,0.991,-0.997,-0.174,-0.2,override
1601655869670,-0.61,1.387,0.259,-0.996,-0.174,-0.205,override
1601655869680,-0.183,0.473,-0.29,-1.0,-0.174,-0.205,override
1601655869691,-0.015,-0.229,-0.366,-1.005,-0.185,-0.201,override
1601655869700,-0.854,0.0,-0.259,-1.004,-0.184,-0.196,override
1601655869710,-1.524,0.32,-0.335,-1.005,-0.184,-0.193,override
1601655869720,-1.448,0.381,-0.259,-1.009,-0.183,-0.192,override
1601655869730,-0.945,0.686,0.061,-1.011,-0.188,-0.188,override
1601655869741,-0.64,1.082,0.259,-1.015,-0.185,-0.192,override
1601655869749,-0.488,0.976,0.503,-1.014,-0.184,-0.191,override
1601655869760,-0.046,0.655,0.793,-1.016,-0.181,-0.195,override
1601655869770,0.152,0.777,1.082,-1.014,-0.18,-0.194,override
1601655869780,-0.229,1.662,1.052,-1.013,-0.183,-0.194,override
1601655869789,-0.61,1.814,1.006,-1.012,-0.183,-0.19,override
1601655869799,0.122,1.387,1.265,-1.011,-0.183,-0.188,override
